year,id_,wrkstat,marital,age,educ,degree,sex,hompop,tvhours,coninc,ballot
2018,1217,Working full time,Married,50,14,High school,FEMALE,2,2,38555.0,Ballot a
2018,1218,Working full time,Never married,25,12,High school,FEMALE,3,.i:  Inapplicable,31545.0,Ballot c
2018,1219,Working full time,Married,28,12,High school,MALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,1220,Retired,Divorced,76,16,Bachelor's,MALE,1,.i:  Inapplicable,3855.5,Ballot c
2018,1221,Working full time,Married,52,16,Bachelor's,MALE,3,1,158201.84123,Ballot a
2018,1222,Working full time,Never married,22,12,High school,MALE,5,.i:  Inapplicable,47317.5,Ballot c
2018,1223,Working full time,Widowed,57,11,Less than high school,MALE,2,2,31545.0,Ballot b
2018,1224,Retired,Divorced,84,8,Less than high school,FEMALE,1,5,14896.25,Ballot b
2018,1225,Working full time,Married,63,14,High school,FEMALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,1226,Working full time,Widowed,58,20,Graduate,FEMALE,1,1,70100.0,Ballot b
2018,1227,Keeping house,Married,43,11,High school,FEMALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,1228,Working full time,Never married,25,13,High school,FEMALE,3,1,22782.5,Ballot a
2018,1229,Working full time,Married,39,10,Less than high school,MALE,4,.i:  Inapplicable,22782.5,Ballot c
2018,1230,Working full time,Never married,31,15,Associate/junior college,FEMALE,6,2,26287.5,Ballot b
2018,1231,Working full time,Divorced,39,12,High school,FEMALE,3,1,26287.5,Ballot a
2018,1232,Working full time,Never married,34,12,High school,FEMALE,4,2,26287.5,Ballot a
2018,1233,Working full time,Married,27,14,Associate/junior college,MALE,2,3,38555.0,Ballot b
2018,1234,Working full time,Never married,35,16,High school,MALE,3,0 hours,31545.0,Ballot a
2018,1235,Working full time,Never married,24,17,High school,FEMALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,1236,Working full time,Never married,48,16,Bachelor's,MALE,1,1,47317.5,Ballot b
2018,1237,"Unemployed, laid off, looking for work",Never married,21,14,High school,MALE,2,1,112160.0,Ballot a
2018,1238,Working full time,Never married,30,15,High school,MALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,1239,Working full time,Never married,36,15,High school,MALE,1,1,84120.0,Ballot b
2018,1240,"Unemployed, laid off, looking for work",Never married,52,12,High school,MALE,1,2,9638.75,Ballot b
2018,1241,Working full time,Married,36,17,Graduate,MALE,4,1,158201.84123,Ballot b
2018,1242,Retired,Widowed,80,18,Graduate,FEMALE,1,1,84120.0,Ballot a
2018,1243,Working full time,Never married,27,16,Bachelor's,FEMALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,1244,Working full time,Never married,24,18,Bachelor's,FEMALE,3,0 hours,16648.75,Ballot b
2018,1245,Working full time,Divorced,44,12,High school,FEMALE,3,3,47317.5,Ballot a
2018,1246,Retired,Married,89 or older,11,Less than high school,MALE,2,3,16648.75,Ballot b
2018,1247,Working full time,Never married,22,13,High school,MALE,3,.i:  Inapplicable,47317.5,Ballot c
2018,1248,"Unemployed, laid off, looking for work",Married,48,12,High school,MALE,7,5,38555.0,Ballot b
2018,1249,Working full time,Never married,33,9,Less than high school,FEMALE,4,.i:  Inapplicable,14896.25,Ballot c
2018,1250,Keeping house,Widowed,59,12,Less than high school,FEMALE,2,15,6309.0,Ballot b
2018,1251,Working full time,Never married,43,13,High school,MALE,1,1,31545.0,Ballot a
2018,1252,Keeping house,Married,32,12,Less than high school,FEMALE,5,.i:  Inapplicable,-100.0,Ballot c
2018,1253,Retired,Divorced,62,16,Associate/junior college,FEMALE,1,4,-100.0,Ballot a
2018,1254,Working part time,Married,53,12,High school,FEMALE,3,1,70100.0,Ballot a
2018,1255,Working part time,Married,59,13,High school,FEMALE,1,1,47317.5,Ballot b
2018,1256,Working full time,Married,47,12,High school,MALE,4,1,84120.0,Ballot b
2018,1257,In school,Never married,18,12,High school,FEMALE,4,6,31545.0,Ballot a
2018,1258,Working full time,Widowed,64,12,High school,MALE,1,5,31545.0,Ballot a
2018,1259,Working part time,Never married,22,12,High school,MALE,3,.i:  Inapplicable,-100.0,Ballot c
2018,1260,Working full time,Married,37,16,Bachelor's,FEMALE,2,2,112160.0,Ballot b
2018,1261,Working full time,Never married,31,16,Bachelor's,FEMALE,1,1,38555.0,Ballot a
2018,1262,Retired,Widowed,72,14,High school,FEMALE,1,4,19277.5,Ballot b
2018,1263,Working full time,Married,32,16,Bachelor's,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1264,Retired,Married,69,16,Bachelor's,MALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,1265,Working full time,Never married,32,16,Bachelor's,FEMALE,1,2,70100.0,Ballot b
2018,1266,Working full time,Never married,32,16,Bachelor's,MALE,2,2,31545.0,Ballot b
2018,1267,Working full time,Divorced,60,15,Associate/junior college,FEMALE,1,2,26287.5,Ballot a
2018,1268,Retired,Widowed,70,5,Less than high school,MALE,1,2,9638.75,Ballot b
2018,1269,Working full time,Never married,41,14,Associate/junior college,FEMALE,2,4,31545.0,Ballot a
2018,1270,Keeping house,Never married,35,17,Associate/junior college,FEMALE,2,0 hours,7886.25,Ballot b
2018,1271,Retired,Divorced,77,14,Associate/junior college,FEMALE,1,6,350.5,Ballot a
2018,1272,Working part time,Separated,57,10,High school,MALE,1,.i:  Inapplicable,13143.75,Ballot c
2018,1273,Working full time,Never married,26,15,High school,MALE,2,.i:  Inapplicable,7886.25,Ballot c
2018,1274,Working full time,Divorced,56,12,High school,MALE,1,5,16648.75,Ballot b
2018,1275,Working full time,Never married,24,16,Bachelor's,MALE,1,1,38555.0,Ballot a
2018,1276,Keeping house,Never married,56,11,Less than high school,FEMALE,3,3,6309.0,Ballot b
2018,1277,Working full time,Widowed,39,3,Less than high school,FEMALE,4,1,16648.75,Ballot a
2018,1278,In school,Married,30,20,Graduate,FEMALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,1279,Working part time,Never married,26,16,Bachelor's,FEMALE,2,4,11391.25,Ballot b
2018,1280,Working full time,Never married,31,12,High school,FEMALE,5,0 hours,3154.5,Ballot a
2018,1281,Working full time,Married,36,16,Bachelor's,FEMALE,5,.i:  Inapplicable,84120.0,Ballot c
2018,1282,Working full time,Married,69,16,Associate/junior college,MALE,2,2,84120.0,Ballot b
2018,1283,Working full time,Married,39,16,Bachelor's,FEMALE,4,2,84120.0,Ballot a
2018,1284,Working full time,Married,53,11,High school,MALE,2,4,47317.5,Ballot b
2018,1285,Working full time,Separated,55,12,High school,MALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,1286,Keeping house,Divorced,50,9,High school,FEMALE,3,2,2453.5,Ballot b
2018,1287,Working full time,Married,31,18,Graduate,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1288,Retired,Never married,70,17,Bachelor's,FEMALE,1,2,31545.0,Ballot b
2018,1289,Working part time,Divorced,68,14,Associate/junior college,FEMALE,1,.i:  Inapplicable,158201.84123,Ballot c
2018,1290,Working full time,Married,73,15,High school,MALE,2,2,158201.84123,Ballot b
2018,1291,Keeping house,Never married,60,20,Graduate,FEMALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,1292,Working full time,Never married,30,12,High school,MALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,1293,Working full time,Married,60,14,High school,FEMALE,2,2,70100.0,Ballot b
2018,1294,Working part time,Divorced,61,12,High school,MALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,1295,Working full time,Widowed,69,11,Less than high school,FEMALE,1,3,7886.25,Ballot b
2018,1296,Keeping house,Never married,41,9,High school,MALE,1,5,1402.0,Ballot a
2018,1297,Retired,Never married,64,14,Associate/junior college,MALE,1,.i:  Inapplicable,7886.25,Ballot c
2018,1298,Retired,Widowed,63,12,High school,FEMALE,2,8,22782.5,Ballot b
2018,1299,Working part time,Never married,22,11,Less than high school,MALE,3,.i:  Inapplicable,2453.5,Ballot c
2018,1300,"Unemployed, laid off, looking for work",Separated,33,12,Less than high school,FEMALE,5,4,350.5,Ballot b
2018,1301,Working full time,Never married,56,16,Bachelor's,MALE,1,.i:  Inapplicable,57832.5,Ballot c
2018,1302,"Unemployed, laid off, looking for work",Married,30,15,Associate/junior college,FEMALE,3,1,84120.0,Ballot a
2018,1303,Retired,Widowed,89 or older,14,Associate/junior college,FEMALE,2,.i:  Inapplicable,16648.75,Ballot c
2018,1304,Working full time,Divorced,61,16,Bachelor's,FEMALE,1,1,98140.0,Ballot b
2018,1305,Working full time,Divorced,55,12,High school,MALE,3,.i:  Inapplicable,38555.0,Ballot c
2018,1306,Retired,Never married,67,18,Graduate,FEMALE,1,2,38555.0,Ballot a
2018,1307,"With a job, but not at work because of temporary illness, vacation, strike",Married,61,12,High school,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1308,Retired,Widowed,69,12,High school,MALE,4,3,7886.25,Ballot b
2018,1309,Working full time,Never married,30,16,Bachelor's,MALE,3,.i:  Inapplicable,70100.0,Ballot c
2018,1310,Retired,Married,70,12,High school,MALE,2,5,26287.5,Ballot b
2018,1311,Working part time,Divorced,41,13,High school,MALE,1,2,31545.0,Ballot a
2018,1312,Working part time,Never married,67,8,Less than high school,FEMALE,1,2,13143.75,Ballot a
2018,1313,Retired,Divorced,62,12,High school,MALE,1,.i:  Inapplicable,9638.75,Ballot c
2018,1314,Working full time,Divorced,36,14,High school,FEMALE,4,4,31545.0,Ballot a
2018,1315,Working full time,Married,51,14,Associate/junior college,FEMALE,3,2,158201.84123,Ballot b
2018,1316,Working part time,Married,65,16,Bachelor's,FEMALE,2,4,47317.5,Ballot a
2018,1317,Working part time,Divorced,63,12,High school,MALE,8,8,84120.0,Ballot b
2018,1318,Working full time,Never married,23,16,Bachelor's,MALE,4,.i:  Inapplicable,84120.0,Ballot c
2018,1319,Keeping house,Widowed,89 or older,12,High school,FEMALE,1,5,1402.0,Ballot b
2018,1320,"With a job, but not at work because of temporary illness, vacation, strike",Married,47,16,Associate/junior college,FEMALE,3,2,47317.5,Ballot a
2018,1321,Retired,Widowed,75,12,High school,FEMALE,1,.i:  Inapplicable,70100.0,Ballot c
2018,1322,Working full time,Married,24,12,High school,MALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,1323,Working full time,Married,42,13,High school,MALE,4,0 hours,112160.0,Ballot a
2018,1324,Keeping house,Never married,29,12,High school,FEMALE,2,.i:  Inapplicable,7886.25,Ballot c
2018,1325,Working full time,Never married,26,14,Associate/junior college,FEMALE,2,1,16648.75,Ballot b
2018,1326,Retired,Widowed,89 or older,10,Less than high school,FEMALE,3,8,5257.5,Ballot a
2018,1327,Retired,Married,76,12,High school,FEMALE,2,2,38555.0,Ballot a
2018,1328,Working full time,Married,36,12,High school,FEMALE,4,.i:  Inapplicable,47317.5,Ballot c
2018,1329,Keeping house,Married,77,12,High school,FEMALE,2,4,38555.0,Ballot a
2018,1330,Working full time,Married,32,12,High school,MALE,4,4,70100.0,Ballot b
2018,1331,Retired,Divorced,72,12,High school,MALE,2,3,9638.75,Ballot a
2018,1332,Working full time,Married,39,17,Bachelor's,FEMALE,3,.i:  Inapplicable,22782.5,Ballot c
2018,1333,Retired,Married,71,12,High school,FEMALE,2,5,47317.5,Ballot a
2018,1334,Working full time,Divorced,31,14,Graduate,MALE,1,2,70100.0,Ballot b
2018,1335,Retired,Married,69,18,Graduate,MALE,2,2,84120.0,Ballot b
2018,1336,Working full time,Married,35,3,Less than high school,MALE,4,.i:  Inapplicable,11391.25,Ballot c
2018,1337,Retired,Married,80,16,Graduate,MALE,2,2,57832.5,Ballot b
2018,1338,Working full time,Divorced,49,16,Bachelor's,MALE,2,0 hours,112160.0,Ballot a
2018,1339,Working full time,Married,42,12,High school,MALE,2,2,31545.0,Ballot b
2018,1340,In school,Married,36,3,Less than high school,FEMALE,5,3,11391.25,Ballot a
2018,1341,Retired,Married,71,10,High school,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1342,Retired,Never married,64,6,Less than high school,MALE,3,1,350.5,Ballot b
2018,1343,Working full time,Divorced,57,14,Associate/junior college,MALE,1,2,16648.75,Ballot a
2018,1344,Keeping house,Married,24,12,High school,FEMALE,5,.i:  Inapplicable,-100.0,Ballot c
2018,1345,Working part time,Divorced,47,13,High school,FEMALE,3,4,47317.5,Ballot a
2018,1346,Working full time,Never married,23,13,High school,MALE,4,.i:  Inapplicable,84120.0,Ballot c
2018,1347,Working full time,Divorced,46,14,Associate/junior college,MALE,5,1,112160.0,Ballot a
2018,1348,Working full time,Divorced,57,10,Less than high school,MALE,3,0 hours,57832.5,Ballot b
2018,1349,"With a job, but not at work because of temporary illness, vacation, strike",Married,50,18,Graduate,FEMALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,1350,Working full time,Never married,34,13,High school,FEMALE,1,0 hours,31545.0,Ballot b
2018,1351,In school,Never married,20,13,High school,MALE,4,.i:  Inapplicable,-100.0,Ballot c
2018,1352,Working full time,Married,49,15,High school,FEMALE,2,2,57832.5,Ballot a
2018,1353,"Unemployed, laid off, looking for work",Never married,30,15,High school,FEMALE,2,5,57832.5,Ballot b
2018,1354,Working full time,Married,29,12,High school,MALE,4,3,22782.5,Ballot a
2018,1355,Working full time,Divorced,61,12,High school,FEMALE,1,3,31545.0,Ballot b
2018,1356,In school,Never married,29,20,Graduate,FEMALE,2,1,16648.75,Ballot a
2018,1357,In school,Never married,21,14,High school,MALE,2,.i:  Inapplicable,1402.0,Ballot c
2018,1358,In school,Never married,24,16,High school,MALE,2,1,19277.5,Ballot b
2018,1359,Retired,Married,34,18,Graduate,FEMALE,2,2,158201.84123,Ballot a
2018,1360,Working full time,Never married,25,14,High school,FEMALE,2,3,47317.5,Ballot b
2018,1361,In school,Never married,21,14,High school,MALE,4,1,1402.0,Ballot a
2018,1362,In school,Never married,22,15,High school,MALE,4,.i:  Inapplicable,-100.0,Ballot c
2018,1363,Working part time,Never married,38,12,High school,MALE,4,3,-100.0,Ballot a
2018,1364,Retired,Married,70,12,High school,MALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,1365,Keeping house,Married,33,12,High school,FEMALE,4,2,47317.5,Ballot b
2018,1366,Retired,Married,75,10,Less than high school,FEMALE,2,1,22782.5,Ballot a
2018,1367,"Unemployed, laid off, looking for work",Married,56,12,High school,MALE,2,.i:  Inapplicable,14896.25,Ballot c
2018,1368,Retired,Married,68,16,Bachelor's,MALE,2,4,22782.5,Ballot b
2018,1369,Working full time,Married,39,12,High school,FEMALE,5,4,9638.75,Ballot a
2018,1370,Working part time,Married,54,14,High school,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1371,Working full time,Married,60,12,High school,MALE,2,3,112160.0,Ballot b
2018,1372,Working full time,Married,60,14,High school,MALE,2,3,70100.0,Ballot a
2018,1373,Working full time,Married,36,18,Graduate,MALE,4,.i:  Inapplicable,84120.0,Ballot c
2018,1374,Working full time,Married,31,12,High school,FEMALE,3,2,47317.5,Ballot a
2018,1375,Working full time,Married,41,16,Bachelor's,FEMALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,1376,Working full time,Divorced,29,14,High school,FEMALE,2,1,31545.0,Ballot b
2018,1377,Working full time,Married,38,16,Bachelor's,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1378,Working full time,Divorced,42,15,High school,FEMALE,1,4,19277.5,Ballot a
2018,1379,Retired,Divorced,69,13,High school,FEMALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,1380,Working full time,Married,29,16,Graduate,FEMALE,2,2,57832.5,Ballot a
2018,1381,In school,Married,33,3,Less than high school,MALE,2,.i:  Inapplicable,9638.75,Ballot c
2018,1382,Working full time,Married,27,14,High school,MALE,3,2,47317.5,Ballot a
2018,1383,Working full time,Married,42,14,Associate/junior college,MALE,4,.i:  Inapplicable,57832.5,Ballot c
2018,1384,Working full time,Married,57,19,Bachelor's,MALE,4,1,158201.84123,Ballot b
2018,1385,Working full time,Divorced,41,18,Bachelor's,FEMALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,1386,Retired,Divorced,70,16,Bachelor's,FEMALE,1,.i:  Inapplicable,14896.25,Ballot c
2018,1387,Working full time,Married,31,8,Less than high school,MALE,2,1,11391.25,Ballot a
2018,1388,Retired,Married,68,14,Associate/junior college,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1389,Working full time,Married,38,20,Graduate,FEMALE,4,1,70100.0,Ballot a
2018,1390,Keeping house,Never married,57,16,High school,MALE,1,.i:  Inapplicable,-100.0,Ballot c
2018,1391,Working full time,Married,38,15,Associate/junior college,MALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,1392,Working full time,Never married,30,18,Graduate,FEMALE,2,1,70100.0,Ballot a
2018,1393,Working part time,Married,68,11,Less than high school,MALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,1394,Retired,Divorced,75,12,High school,FEMALE,1,1,-100.0,Ballot b
2018,1395,Working full time,Married,82,12,High school,MALE,2,2,98140.0,Ballot a
2018,1396,Retired,Married,71,19,Associate/junior college,MALE,2,3,38555.0,Ballot b
2018,1397,Working full time,Married,44,9,High school,MALE,1,.i:  Inapplicable,26287.5,Ballot c
2018,1398,Retired,Widowed,82,13,High school,FEMALE,1,2,7886.25,Ballot a
2018,1399,Retired,Married,69,12,High school,FEMALE,2,.i:  Inapplicable,-100.0,Ballot c
2018,1400,Working full time,Never married,40,16,Bachelor's,MALE,1,2,31545.0,Ballot b
2018,1401,Working full time,Widowed,61,12,Less than high school,FEMALE,1,4,19277.5,Ballot a
2018,1402,Retired,Married,70,11,High school,MALE,2,5,16648.75,Ballot b
2018,1403,Working full time,Married,57,13,High school,FEMALE,2,2,47317.5,Ballot a
2018,1404,Working full time,Never married,37,16,Bachelor's,FEMALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,1405,Retired,Married,64,15,Bachelor's,MALE,2,4,26287.5,Ballot b
2018,1406,Retired,Widowed,74,18,Graduate,FEMALE,1,6,57832.5,Ballot a
2018,1407,Retired,Separated,71,12,High school,FEMALE,1,.i:  Inapplicable,9638.75,Ballot c
2018,1408,In school,Never married,22,14,High school,MALE,3,.i:  Inapplicable,38555.0,Ballot c
2018,1409,Keeping house,Never married,26,10,Less than high school,FEMALE,3,1,16648.75,Ballot a
2018,1410,Working full time,Married,52,13,High school,FEMALE,3,1,47317.5,Ballot a
2018,1411,Retired,Widowed,84,12,High school,FEMALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,1412,"Unemployed, laid off, looking for work",Never married,22,10,Less than high school,MALE,2,0 hours,31545.0,Ballot a
2018,1413,Working full time,Never married,28,13,High school,MALE,2,.i:  Inapplicable,14896.25,Ballot c
2018,1414,Working full time,Divorced,60,12,High school,FEMALE,1,2,47317.5,Ballot a
2018,1415,Working part time,Never married,31,15,High school,FEMALE,1,8,7886.25,Ballot b
2018,1416,Working full time,Divorced,45,15,High school,MALE,1,3,26287.5,Ballot a
2018,1417,Working full time,Married,49,14,High school,MALE,3,4,47317.5,Ballot b
2018,1418,Working full time,Never married,32,10,Less than high school,FEMALE,2,2,2453.5,Ballot a
2018,1419,Working part time,Divorced,43,11,Less than high school,FEMALE,1,.i:  Inapplicable,6309.0,Ballot c
2018,1420,Working full time,Divorced,45,14,High school,FEMALE,4,2,31545.0,Ballot b
2018,1421,Retired,Married,65,14,High school,MALE,2,5,84120.0,Ballot a
2018,1422,Working part time,Never married,32,14,High school,FEMALE,4,.i:  Inapplicable,9638.75,Ballot c
2018,1423,Keeping house,Never married,23,11,Less than high school,FEMALE,3,1,31545.0,Ballot b
2018,1424,Working full time,Married,52,18,Graduate,MALE,3,2,98140.0,Ballot a
2018,1425,Working full time,Married,58,16,Bachelor's,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,1426,Working part time,Never married,21,15,High school,FEMALE,7,0 hours,-100.0,Ballot b
2018,1427,Retired,Widowed,77,16,Bachelor's,FEMALE,1,.i:  Inapplicable,19277.5,Ballot c
2018,1428,Retired,Married,86,10,Less than high school,MALE,2,3,38555.0,Ballot a
2018,1429,Working part time,Divorced,52,14,Associate/junior college,FEMALE,2,.i:  Inapplicable,-100.0,Ballot c
2018,1430,Retired,Divorced,66,16,Bachelor's,MALE,1,2,26287.5,Ballot a
2018,1431,Retired,Widowed,72,14,High school,FEMALE,2,3,-100.0,Ballot b
2018,1432,Working full time,Divorced,47,14,High school,FEMALE,1,3,26287.5,Ballot a
2018,1433,Working full time,Never married,58,16,Bachelor's,MALE,1,2,57832.5,Ballot b
2018,1434,Working full time,Divorced,35,15,Graduate,FEMALE,1,2,47317.5,Ballot a
2018,1435,Working full time,Separated,50,14,Associate/junior college,FEMALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,1436,Retired,Widowed,84,17,Graduate,FEMALE,1,3,-100.0,Ballot b
2018,1437,In school,Never married,22,15,High school,MALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,1438,Working full time,Never married,29,17,Bachelor's,FEMALE,4,3,22782.5,Ballot b
2018,1439,Working full time,Separated,26,12,High school,MALE,4,0 hours,14896.25,Ballot a
2018,1440,Working full time,Married,24,16,Bachelor's,FEMALE,2,.i:  Inapplicable,-100.0,Ballot c
2018,1441,Working part time,Married,.n:  No answer,12,High school,FEMALE,2,0 hours,14896.25,Ballot a
2018,1442,Other,Married,38,14,Associate/junior college,MALE,2,.i:  Inapplicable,13143.75,Ballot c
2018,1443,Working full time,Never married,31,16,Bachelor's,MALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,1444,Keeping house,Never married,31,16,Bachelor's,FEMALE,1,0 hours,22782.5,Ballot a
2018,1445,In school,Never married,30,16,Bachelor's,FEMALE,2,.i:  Inapplicable,14896.25,Ballot c
2018,1446,Working full time,Married,46,18,Graduate,MALE,2,1,158201.84123,Ballot b
2018,1447,Working full time,Never married,49,16,Bachelor's,MALE,1,.i:  Inapplicable,7886.25,Ballot c
2018,1448,Working full time,Married,29,10,High school,MALE,3,1,22782.5,Ballot a
2018,1449,In school,Divorced,45,10,High school,FEMALE,2,6,9638.75,Ballot a
2018,1450,Retired,Divorced,67,12,High school,MALE,1,5,14896.25,Ballot b
2018,1451,Working full time,Married,34,12,High school,FEMALE,4,.i:  Inapplicable,70100.0,Ballot c
2018,1452,Retired,Widowed,82,12,High school,MALE,1,3,47317.5,Ballot b
2018,1453,Working full time,Married,44,13,High school,MALE,2,1,47317.5,Ballot b
2018,1454,"With a job, but not at work because of temporary illness, vacation, strike",Married,48,18,Graduate,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1455,Keeping house,Never married,24,8,Less than high school,FEMALE,5,5,7886.25,Ballot b
2018,1456,Other,Married,56,12,High school,MALE,2,.i:  Inapplicable,-100.0,Ballot c
2018,1457,Working full time,Married,65,11,High school,MALE,2,3,19277.5,Ballot a
2018,1458,Working full time,Never married,48,13,High school,FEMALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,1459,Keeping house,Never married,27,16,High school,FEMALE,3,7,350.5,Ballot a
2018,1460,Working full time,Married,55,18,Graduate,FEMALE,3,0 hours,112160.0,Ballot a
2018,1461,In school,Married,25,15,High school,MALE,1,.i:  Inapplicable,350.5,Ballot c
2018,1462,Working full time,Divorced,55,12,High school,FEMALE,1,.i:  Inapplicable,7886.25,Ballot c
2018,1463,Retired,Separated,71,13,High school,FEMALE,1,.i:  Inapplicable,-100.0,Ballot c
2018,1464,Working full time,Never married,26,12,High school,MALE,4,1,16648.75,Ballot b
2018,1465,Working full time,Married,59,12,High school,FEMALE,4,1,84120.0,Ballot b
2018,1466,Working full time,Divorced,56,16,High school,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1467,Other,Divorced,58,20,Graduate,FEMALE,1,1,-100.0,Ballot b
2018,1468,Working full time,Never married,27,15,Associate/junior college,FEMALE,2,2,38555.0,Ballot a
2018,1469,Working full time,Married,69,13,High school,FEMALE,1,.i:  Inapplicable,158201.84123,Ballot c
2018,1470,Working full time,Never married,30,13,High school,FEMALE,3,1,5257.5,Ballot b
2018,1471,Working part time,Widowed,71,17,Bachelor's,FEMALE,1,3,57832.5,Ballot b
2018,1472,Working full time,Married,53,9,Less than high school,FEMALE,4,1,26287.5,Ballot a
2018,1473,Working full time,Divorced,.n:  No answer,14,Associate/junior college,MALE,1,2,22782.5,Ballot b
2018,1474,Working full time,Married,34,11,Less than high school,FEMALE,4,3,26287.5,Ballot a
2018,1475,Working full time,Divorced,37,8,Less than high school,FEMALE,3,.i:  Inapplicable,38555.0,Ballot c
2018,1476,Working full time,Married,29,14,Associate/junior college,FEMALE,4,4,7886.25,Ballot b
2018,1477,Working full time,Divorced,63,12,High school,FEMALE,1,2,14896.25,Ballot a
2018,1478,"With a job, but not at work because of temporary illness, vacation, strike",Never married,32,16,Associate/junior college,FEMALE,4,.i:  Inapplicable,13143.75,Ballot c
2018,1479,Working full time,Never married,33,16,Bachelor's,MALE,1,1,57832.5,Ballot b
2018,1480,Keeping house,Never married,79,12,High school,FEMALE,1,5,-100.0,Ballot b
2018,1481,Working part time,Never married,22,12,High school,MALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,1482,Working full time,Never married,24,14,High school,FEMALE,1,3,22782.5,Ballot a
2018,1483,Keeping house,Married,31,16,Bachelor's,FEMALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,1484,Keeping house,Married,43,16,Bachelor's,FEMALE,3,2,158201.84123,Ballot a
2018,1485,Working full time,Divorced,56,16,Bachelor's,FEMALE,1,.i:  Inapplicable,158201.84123,Ballot c
2018,1486,Retired,Divorced,54,14,High school,MALE,1,2,158201.84123,Ballot b
2018,1487,Working full time,Married,47,12,High school,MALE,4,1,112160.0,Ballot a
2018,1488,Retired,Married,72,16,Bachelor's,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,1489,Retired,Married,60,18,Graduate,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,1490,Working full time,Married,34,17,Graduate,MALE,3,2,84120.0,Ballot b
2018,1491,Working full time,Married,38,16,Bachelor's,MALE,2,2,158201.84123,Ballot a
2018,1492,Retired,Married,58,18,Graduate,FEMALE,2,4,158201.84123,Ballot b
2018,1493,"Unemployed, laid off, looking for work",Divorced,67,16,Bachelor's,FEMALE,1,8,7886.25,Ballot a
2018,1494,Keeping house,Never married,39,13,High school,FEMALE,1,.i:  Inapplicable,6309.0,Ballot c
2018,1495,Keeping house,Divorced,75,12,High school,FEMALE,1,.i:  Inapplicable,19277.5,Ballot c
2018,1496,"With a job, but not at work because of temporary illness, vacation, strike",Married,65,14,Associate/junior college,FEMALE,1,2,31545.0,Ballot a
2018,1497,Retired,Never married,56,12,High school,MALE,1,24 hours,7886.25,Ballot b
2018,1498,Keeping house,Divorced,35,14,Associate/junior college,FEMALE,4,2,26287.5,Ballot a
2018,1499,Working full time,Married,57,18,Graduate,FEMALE,2,.i:  Inapplicable,19277.5,Ballot c
2018,1500,Working full time,Married,63,13,High school,MALE,2,6,16648.75,Ballot b
2018,1501,Working full time,Never married,29,12,High school,MALE,1,.d:  Do not Know/Cannot Choose,16648.75,Ballot a
2018,1502,Retired,Married,66,12,High school,FEMALE,2,2,84120.0,Ballot a
2018,1503,Retired,Widowed,58,14,Associate/junior college,FEMALE,1,10,19277.5,Ballot a
2018,1504,Working full time,Married,77,16,Bachelor's,FEMALE,3,1,38555.0,Ballot a
2018,1505,Working full time,Never married,38,6,Less than high school,MALE,3,1,26287.5,Ballot b
2018,1506,Working part time,Married,34,14,Associate/junior college,FEMALE,4,.i:  Inapplicable,31545.0,Ballot c
2018,1507,Working full time,Never married,27,13,High school,FEMALE,1,0 hours,19277.5,Ballot b
2018,1508,Keeping house,Married,46,6,Less than high school,FEMALE,6,1,11391.25,Ballot a
